nome_exame_oficial,sinonimos,codigo_tasy,codigo_tuss,terminologia_procedimentos
LCR hospitalar neurologia (aspectos cor + índices de cor + contagem global e específica de  leucócitos e hemácias + proteína + glicose + cloro + reações para  neurocisticercose (2) + reações para  neurolues (2) + bacterioscopia + cultura + látex para bactérias,,,40309118,
LCR pronto socorro (aspectos cor + índice de cor + contagem global e específica de leucócitos e hemácias + proteína + glicose + cloro + lactato + bacterioscopia + cultura + látex para bactérias),,,40309126,
LDH,,LDH,,
LDHI,,LDHI,,
LDHLC,,LDHLC,,
LDHLQ,,LDHLQ,,
LDL,,LDL,,
LDLOX,,LDLOX,,
LEGG,,LEGG,,
LEGIO,,LEGIO,,
Legionella - IgG e IgM (cada) - pesquisa e/ou dosagem,,,40307387,
LEGM,,LEGM,,
LEGPN,,LEGPN,,
LEGUTR,,LEGUTR,,
LEI,,LEI,,
LEIS,,LEIS,,
LEISG,,LEISG,,
"Leishmania, pesquisa",,,40310434,
Leishmaniose - IgG e IgM (cada) - pesquisa e/ou dosagem,,,40307395,
LEISM,,LEISM,,
"Leme, análise de marcha",,,20103751,
LEPPC,,LEPPC,,
LEPQ,,LEPQ,,
LEPTI,,LEPTI,,
Leptina - pesquisa e/ou dosagem,,,40305422,
LEPTO,,LEPTO,,
Leptospira (campo escuro após concentração) pesquisa,,,40310299,
"Leptospirose, aglutinação - pesquisa",,,40307425,
Leptospirose - IgG - pesquisa e/ou dosagem,,,40307409,
Leptospirose - IgM - pesquisa e/ou dosagem,,,40307417,
"Lesão aguda de ligamento colateral, associada a ligamento cruzado e menisco - tratamento cirúrgico",,,30726131,
Lesão anal - eletrocauterização,,,31004229,
Lesão de nervos associada à lesão óssea - tratamento cirúrgico,,,31403158,
Lesão de substância gelatinosa medular (DREZ) por radiofrequência,,,31402020,
Lesão estereotáxica de estruturas profundas para tratamento da dor ou movimento anormal,,,31403166,
Lesão labral - procedimento videoartroscópico de ombro,,,30735041,
Lesão ligamentar aguda - tratamento conservador,,,30730163,
Lesão nervosa periférica afetando mais de um nervo com alterações sensitivas e/ou motoras,,,20103310,
Lesão nervosa periférica afetando um nervo com alterações sensitivas e/ou motoras,,,20103328,
Lesões agudas e/ou luxações de meniscos (1 ou ambos) - tratamento cirúrgico,,,30726140,
Lesões complexas de joelho (fratura com lesão ligamentar e meniscal) - tratamento cirúrgico,,,30726158,
"Lesões intrínsecas de joelho (lesões condrais, osteocondrite dissecante, plica patológica, corpos livres, artrofitose) - tratamento cirúrgico",,,30726166,
Lesões ligamentares agudas ao nível do tornozelo - tratamento cirúrgico,,,30728142,
Lesões ligamentares agudas ao nível do tornozelo - tratamento incruento,,,30728134,
Lesões ligamentares agudas da mão - reparação cirúrgica,,,30722462,
Lesões ligamentares agudas - tratamento cirúrgico,,,30726182,
Lesões ligamentares agudas - tratamento incruento,,,30726174,
Lesões ligamentares crônicas ao nível do tornozelo - tratamento cirúrgico,,,30728150,
Lesões ligamentares crônicas da mão - reparação cirúrgica,,,30722470,
Lesões ligamentares periféricas crônicas - tratamento cirúrgico,,,30726190,
Lesões ligamentares - redução incruenta,,,30719119,
Lesões músculo tendinosas - tratamento incruento,,,30730171,
Lesões vasculares cervicais e cérvico-torácicas,,,30910110,
Lesões vasculares de membro inferior ou superior - unilateral,,,30910129,
Lesões vasculares intra-abdominais,,,30910137,
Lesões vasculares traumáticas intratorácicas,,,30910145,
LEU,,LEU,,
LEUC,,LEUC,,
Leucino aminopeptidase - pesquisa e/ou dosagem,,,40302172,
"Leucócitos, contagem",,,40304418,
"Leucócitos e hemácias, pesquisa nas fezes",,,40303098,
LEV,,LEV,,
Levantamento do seio maxilar com osso autógeno,,,82001049,
Levantamento do seio maxilar com osso homólogo,,,82001057,
Levantamento do seio maxilar com osso liofilizado,,,82001065,
Levantamento Radiográfico (Exame Radiodôntico),,,81000294,
"Leveduras, pesquisa nas fezes",,,40303101,
"Levetiracetam, dosagem",,,40321347,
LGC,,LGC,,
LHS,,LHS,,
Liberação de aderências pélvicas com ou sem ressecção de cistos peritoniais ou salpingólise,,,31307078,
Liberação laparoscópica de aderências pélvicas com ou sem ressecção de cistos peritoneais ou salpingólise,,,31307205,
Liberação lateral e facectomias - tratamento cirúrgico,,,30726204,
Lidocaina - pesquisa e/ou dosagem,,,40302180,
Ligadura de artérias brônquicas para controle de hemoptise por vídeo,,,30805201,
Ligadura de artérias brônquicas por toracotomia para controle de hemoptise,,,30805074,
Ligadura de carótida ou ramos,,,30906210,
Ligadura de ducto-torácico por vídeo,,,30805210,
Ligadura de ducto-torácico (qualquer via),,,30805082,
Ligadura de veia ovariana,,,31307086,
Ligadura de veia ovariana laparoscópica,,,31307213,
"Ligadura elástica do esôfago, estômago ou duodeno",,,40202453,
Ligamentopexia pélvica,,,31307094,
Ligamentopexia pélvica laparoscópica,,,31307221,
Ligamentoplastia com âncora,,,30722489,
"Lindane, dosagem",,,40321355,
Linfadenectomia axilar,,,30602130,
Linfadenectomia cervical,,,30914051,
Linfadenectomia inguinal ou ilíaca,,,30914043,
Linfadenectomia mediastinal,,,30805090,
Linfadenectomia mediastinal por vídeo,,,30805228,
Linfadenectomia pélvica,,,30914060,
Linfadenectomia pélvica laparoscópica,,,30914140,
Linfadenectomia por incisão extra-axilar,,,30602343,
Linfadenectomia profunda,,,30212090,
Linfadenectomia retroperitoneal,,,30914078,
Linfadenectomia retroperitoneal laparoscópica,,,30914159,
Linfadenectomia superficial,,,30212103,
Linfangioadenografia unilateral,,,40812120,
Linfangioplastia,,,30914086,
Linfedema genital - ressecção,,,30914108,
Linfedema - ressecção parcial,,,30914132,
Linfedema - ressecção total,,,30914094,
Linfocintilografia,,,40708101,
"Linfócitos, cultura com candida albicans",,,40319164,
"Linfócitos T ""helper"" contagem de (IF com OKT-4) (CD-4+) citometria de fluxo",,,40307433,
Linfócitos T supressores contagem de (IF com OKT-8) (D-8) citometria de fluxo,,,40307441,
"Linfonodo, exame de esfregaço de aspirado",,,40304949,
"Lioresal, dosagem",,,40321894,
LIP,,LIP,,
Lipase lipoprotéica - pesquisa e/ou dosagem,,,40302202,
Lipase - pesquisa e/ou dosagem,,,40302199,
Lipídios totais - pesquisa e/ou dosagem,,,40302636,
LIPLC,,LIPLC,,
"Lipóides, pesquisa - na urina",,,40311147,
Lipoproteína (a) - Lp (a) - pesquisa e/ou dosagem,,,40302210,
LIQBIO,,LIQBIO,,
LIQNEURO,,LIQNEURO,,
"Líquido amniótico, cariótipo com bandas",,,40501175,
"Líquido amniótico, vilosidades coriônicas, subcultura para dosagens bioquímicas e/ou moleculares (adicional)",,,40501183,
Líquido pleural citológico,,,40312267,
LIQUOR,,LIQUOR,,
Líquor cisticercose Western Blot,,,40309215,
Líquor imunofenotipagem T e B,,,40309231,
Líquor índice IgG para citomegalovirus,,,40309240,
Líquor látex para meningite,,,40309258,
LIS,,LIS,,
LISINA,,LISINA,,
"Listeriose, reação sorológica",,,40307450,
LIT,,LIT,,
Lítio - pesquisa e/ou dosagem,,,40302229,
Litotripsia mecânica de cálculos renais orientada por RX ou US,,,40814114,
"LKM, pesquisa de anticorpos por Western Blot",,,40324095,
LKM1,,LKM1,,
LMAN,,LMAN,,
LMASMDMO,,LMASMDMO,,
LMASMDSG,,LMASMDSG,,
LMMC,,LMMC,,
Lobectomia hepática direita,,,31005292,
Lobectomia hepática direita por videolaparoscopia,,,31005616,
Lobectomia hepática esquerda,,,31005306,
Lobectomia hepática esquerda por videolaparoscopia,,,31005624,
Lobectomia por malformação pulmonar,,,30803071,
Lobectomia pulmonar,,,30803080,
Lobectomia pulmonar por videotoracoscopia,,,30803217,
Localização estereotáxica de corpo estranho intracraniano com remoção,,,31401139,
Localização estereotáxica de lesões intracranianas com remoção,,,31401147,
Localização/intervenção estereotáxica de lesões/estruturas de crânio por neuronavegação com intervenção,,,31401414,
Lombotomia exploradora,,,31101127,
"Lorazepam, dosagem",,,40321916,
LPA,,LPA,,
LPB,,LPB,,
LPESBAE,,LPESBAE,,
LPG,,LPG,,
LPM,,LPM,,
LPR,,LPR,,
"LSD, dosagem",,,40321924,
"LSD, dosagem cabelo",,,40321932,
LTB,,LTB,,
LUP,,LUP,,
Luva,,,30712092,
Luxação congênita de quadril (redução cirúrgica e osteotomia) - tratamento cirúrgico,,,30724198,
Luxação congênita de quadril (redução cirúrgica simples) - tratamento cirúrgico,,,30724201,
Luxação congênita de quadril (redução incruenta com ou sem tenotomia de adutores),,,30724210,
Luxação do carpo - redução incruenta,,,30721202,
Luxação gleno-umeral - procedimento videoartroscópico de ombro,,,30735050,
Luxação metacarpofalangeana - redução incruenta,,,30722497,
Luxação metacarpofalangeana - tratamento cirúrgico,,,30722500,
Luxações crônicas inveteradas e recidivantes - tratamento cirúrgico - em articulação escápulo-umeral e cintura escapular,,,30717116,
Lyme - IgG - pesquisa e/ou dosagem,,,40307468,
Lyme - IgM - pesquisa e/ou dosagem,,,40307476,
Lyme para Western Blot,,,40323510,
M01,,M01,,
M2,,M2,,
M207,,M207,,
M6,,M6,,
Má-rotação intestinal - tratamento cirúrgico,,,31003451,
MAA,,MAA,,
"Maconha, dosagem soro",,,40321363,
Macroamilase,,,40321371,
"Macrocreatinoquinase, pesquisa",,,40321940,
Macroprolactina - pesquisa e/ou dosagem,,,40305775,
Magnésio - pesquisa e/ou dosagem,,,40302237,
MAL24,,MAL24,,
MALAG,,MALAG,,
MALAM,,MALAM,,
Malária - IgG - pesquisa e/ou dosagem,,,40307484,
Malária - IgM - pesquisa e/ou dosagem,,,40307492,
"Maltose, teste de tolerância",,,40302644,
MALU,,MALU,,
Mamografia convencional bilateral,,,40808033,
Mamografia digital bilateral,,,40808041,
Mamoplastia,,,30602351,
Mamoplastia feminina (com ou sem uso de implantes mamários) pós-bariátrica,,,30602360,
Mamoplastia masculina pós-bariátrica,,,30602378,
Mamotomia por estereotaxia (não inclui o exame de imagem),,,40808289,
Mamotomia por RM (não inclui o exame de imagem),,,40808300,
Mamotomia por US (não inclui o exame de imagem),,,40808297,
Mandibulectomia com ou sem esvaziamento orbitário e rinotomia lateral,,,30211069,
Mandibulectomia total,,,30211050,
"Manganes eritrocitário, dosagem",,,40321959,
"Manganes sérico, dosagem",,,40321967,
Manipulação articular sob anestesia geral,,,30713064,
"Manipulação de drenos pós-drenagem (orientada por RX, TC, US ou RM)",,,40814157,
Manipulação vertebral,,,20103336,
Manometria Biliar,,,40102149,
Manometria computadorizada anorretal,,,40102025,
Manometria computadorizada anorretal para biofeedback - 1ª sessão,,,40102033,
Manometria computadorizada anorretal para biofeedback - demais sessões,,,40102041,
Manometria esofágica computadorizada com teste provocativo,,,40102050,
Manometria esofágica computadorizada sem teste provocativo,,,40102068,
Manometria esofágica para localização dos esfíncteres pré-pH-metria,,,40102076,
Mantenedor de espaço fixo,,,83000097,
Mantenedor de espaço removível,,,83000100,
"Mantoux, IDeR",,,40307506,
Manutenção de aparelho ortodôntico - aparelho fixo,,,86000357,
Manutenção de aparelho ortodôntico - aparelho ortopédico,,,86000365,
Manutenção de aparelho ortodôntico - aparelho removível,,,86000373,
Manutenção de circuito para assistência mecânica circulatória prolongada - período de 6 horas,,,30913055,
Manutenção de prótese sobre implantes,,,85500089,
Manutenção periodontal,,,85300098,
"Mapeamento de feixes anômalos e focos ectópicos por eletrofisiologia intracavitária, com provas",,,30911150,
Mapeamento de gatilhos ou substratos arritmogênicos por técnica eletrofisiológica com ou sem provas farmacológicas,,,30918022,
Mapeamento de retina - monocular - indicação específica,,,41301595,
Mapeamento de retina (oftalmoscopia indireta) - monocular,,,41301250,
Mapeamento e balanceamento dos eletrodos do implante coclear unilateral,,,20101260,
Mapeamento eletroanatômico tridimensional,,,30918030,
Mapeamento Eletrofisiológico Cardíaco Convencional,,,30911176,
"Maprotilina, dosagem",,,40321975,
"Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por estereotaxia (não inclui exame de imagem)",,,40808190,
"Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por RM (não inclui exame de imagem)",,,40808211,
"Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por US (não inclui exame de imagem)",,,40808203,
"Marcadores bioquímicos extras, além de BHCG, AFP e PAPP-A, para avaliação do risco fetal, por marcador, por amostra",,,40502015,
Marcadores cardíacos diagnósticos,,,40321380,
"Marcadores tumorais (CA 19.9, CA 125, CA 72-4, CA 15-3, etc.) cada - pesquisa e/ou dosagem",,,40316378,
Marsupialização da glândula de Bartholin,,,31301118,
Marsupialização de cistos odontológicos,,,82001758,
Marsupialização de cistos renais unilateral,,,31101135,
Marsupialização de linfocele,,,30914116,
Marsupialização laparoscópica de cisto renal unilateral,,,31101496,
Marsupialização laparoscópica de linfocele,,,30914167,
MAS,,MAS,,
Máscara facial – Delaire e Tração Reversa,,,86000381,
Massagem prostática,,,20104359,
Mastectomia preservadora de pele,,,30602416,
Mastectomia radical ou radical modificada - qualquer técnica,,,30602149,
Mastectomia simples,,,30602157,
Mastectomia subcutânea e inclusão da prótese,,,30602165,
Mastoidectomia simples ou radical modificada,,,30403081,
Mastoplastia em mama oposta após reconstrução da contralateral,,,30602173,
Mata autoanticorpo,,,40323528,
Material descartável contendo kit para sistema integrado de FEC e solução fotossensibilizante,,,40402231,
Material descartável (kit) e soluções para utilização de processadora automática de sangue/aférese,,,40402029,
Material descartável (kit) e soluções para utilização de processadora automática de sangue / auto transfusão intra-operatória,,,40402010,
Matricectomia por dobra ungueal,,,30101662,
Maturação cervical para indução de abortamento ou de trabalho de parto,,,31309097,
Maturidade pulmonar fetal - - pesquisa e/ou dosagem em líquidos orgânicos,,,40309436,
MAU,,MAU,,
Maxilectomia incluindo exenteração de órbita,,,30502136,
Maxilectomia parcial,,,30502144,
Maxilectomia total,,,30502152,
MAYPCR,,MAYPCR,,
MCA (antígeno cárcino-mamário) - pesquisa e/ou dosagem,,,40307514,
MCD,,MCD,,
MCPOR,,MCPOR,,
"MDMA (Êxtase), triagem (urina)",,,40311449,
Meatoplastia (retalho cutâneo),,,31104134,
Meatotomia endoscópica unilateral,,,31102131,
Meatotomia uretral,,,31104142,
MEC,,MEC,,
"Mediastinoscopia, via cervical",,,30805104,
"Mediastinoscopia, via cervical por vídeo",,,30805236,
Mediastinotomia extrapleural por via posterior,,,30805120,
Mediastinotomia extrapleural por via posterior por vídeo,,,30805244,
"Mediastinotomia (via paraesternal, transesternal, cervical)",,,30805112,
Medida da difusão do monóxido de carbono,,,40105040,
Medida de índice de artelhos com registro gráfico,,,41501110,
Medida de pico de fluxo expiratório,,,40105059,
Medida de pressão de varizes de esôfago endoscópica,,,40201317,
Medida de pressão hepática,,,41501209,
Medida de pressão segmentar (nos quatro segmentos),,,41501187,
Medida seriada por 3 semanas do pico de fluxo expiratório,,,40105067,
"Medula óssea, aspiração para mielograma ou microbiológico",,,40304485,
Megacólon congênito - tratamento cirúrgico,,,31003460,
Megacólon congênito - tratamento cirúrgico por videolaparoscopia,,,31003737,
Megateste,,,40316971,
"Melanina, pesquisa - na urina",,,40311155,
Melatonina (sangue),,,40316998,
Membrana antral - tratamento cirúrgico,,,31002188,
Membrana duodenal - tratamento cirúrgico,,,31003478,
Membranectomia EPI ou sub-retiniana,,,30307066,
Meniscectomia - um menisco - procedimento videoartroscópico de joelho,,,30733057,
Meniscorrafia - tratamento cirúrgico,,,30726212,
Mentoneira,,,86000390,
MERCSG,,MERCSG,,
MERCUR,,MERCUR,,
MET,,MET,,
"Meta-hemoglobina, determinação da",,,40304434,
Meta-hemoglobina (para anilina nitrobenzeno) - pesquisa e/ou dosagem,,,40313182,
Metabolismo de repouso,,,41401689,
METAD,,METAD,,
METAGEN,,METAGEN,,
"Metais Al, As, Cd, Cr, Mn, Hg, Ni, Zn, Co, outro (s) absorção atômica (cada) - pesquisa e/ou dosagem",,,40313190,
METAN,,METAN,,
Metanefrinas plasmáticas,,MTP,40321398,
Metanefrinas urinária após clonidina,,,40317404,
"Metanefrinas urinárias, dosagem",,,40311163,
Metanol - pesquisa e/ou dosagem,,,40313204,
Metastasectomia pulmonar unilateral por videotoracoscopia,,,30803225,
Metastasectomia pulmonar unilateral (qualquer técnica),,,30803098,
METAU,,METAU,,
Metil Etil Cetona - pesquisa e/ou dosagem,,,40313344,
Método de Proetz (por sessão),,,40103447,
Metroplastia laparoscópica,,,31303242,
Metroplastia (Strassmann ou outra técnica),,,31303137,
METX,,METX,,
MG,,MG,,
MG24,,MG24,,
MGRI,,MGRI,,
MGU,,MGU,,
MI2,,MI2,,
MICO,,MICO,,
Micoplasma pneumoniae - IgG - pesquisa e/ou dosagem,,,40307522,
Micoplasma pneumoniae - IgM - pesquisa e/ou dosagem,,,40307530,
Microalbuminúria,,,40311171,
Microcirurgia com laser para remoção de lesões malignas,,,30206219,
Microcirurgia com uso de laser para ressecção de lesões benignas,,,30206227,
"Microcirurgia do plexo braquial com a exploração, neurólise e enxertos interfasciculares para reparo das lesões",,,31403174,
